Date,County,ED Visit Count,Hospitalization Count
11/14/2020,Cass,5,2
11/15/2020,Cass,6,2
11/16/2020,Cass,9,2
11/17/2020,Cass,3,2
11/18/2020,Cass,6,3
11/19/2020,Cass,8,4
11/20/2020,Cass,8,0
11/21/2020,Cass,1,2
11/22/2020,Cass,4,2
11/23/2020,Cass,3,5
11/24/2020,Cass,1,2
11/25/2020,Cass,4,0
11/26/2020,Cass,4,1
11/27/2020,Cass,5,1
11/28/2020,Cass,3,2
11/29/2020,Cass,1,0
11/30/2020,Cass,1,0
12/1/2020,Cass,3,2
12/2/2020,Cass,3,2
12/3/2020,Cass,2,2
12/4/2020,Cass,4,1
12/5/2020,Cass,1,0
12/6/2020,Cass,5,1
3/1/2020,Clark,1,0
3/2/2020,Clark,1,1
3/3/2020,Clark,1,1
3/4/2020,Clark,1,1
3/5/2020,Clark,2,0
3/6/2020,Clark,2,1
3/7/2020,Clark,1,0
3/8/2020,Clark,1,0
3/9/2020,Clark,2,1
3/10/2020,Clark,2,2
3/11/2020,Clark,3,2
3/12/2020,Clark,1,0
3/13/2020,Clark,2,0
3/14/2020,Clark,2,1
3/15/2020,Clark,4,1
3/16/2020,Clark,3,1
3/17/2020,Clark,0,0
3/18/2020,Clark,3,1
3/19/2020,Clark,3,2
3/20/2020,Clark,4,3
3/21/2020,Clark,2,0
3/22/2020,Clark,5,1
3/23/2020,Clark,8,5
3/24/2020,Clark,6,1
3/25/2020,Clark,5,2
3/26/2020,Clark,1,1
3/27/2020,Clark,6,3
3/28/2020,Clark,4,3
3/29/2020,Clark,3,1
3/30/2020,Clark,6,1
3/31/2020,Clark,4,2
4/1/2020,Clark,2,2
4/2/2020,Clark,3,3
4/3/2020,Clark,1,1
4/4/2020,Clark,3,2
4/5/2020,Clark,1,1
4/6/2020,Clark,3,1
4/7/2020,Clark,4,2
4/8/2020,Clark,3,1
4/9/2020,Clark,5,5
4/10/2020,Clark,1,0
4/11/2020,Clark,1,1
4/12/2020,Clark,2,2
4/13/2020,Clark,5,2
4/14/2020,Clark,3,2
4/15/2020,Clark,1,0
4/16/2020,Clark,1,2
4/17/2020,Clark,4,3
4/18/2020,Clark,7,0
4/19/2020,Clark,4,2
4/20/2020,Clark,2,0
4/21/2020,Clark,5,4
4/22/2020,Clark,2,1
4/23/2020,Clark,0,0
4/24/2020,Clark,2,2
4/25/2020,Clark,5,3
4/26/2020,Clark,3,0
4/27/2020,Clark,7,1
4/28/2020,Clark,4,2
4/29/2020,Clark,2,0
4/30/2020,Clark,2,1
5/1/2020,Clark,5,1
5/2/2020,Clark,4,3
5/3/2020,Clark,3,1
5/4/2020,Clark,2,1
5/5/2020,Clark,6,1
5/6/2020,Clark,2,1
5/7/2020,Clark,1,0
5/8/2020,Clark,6,3
5/9/2020,Clark,5,0
5/10/2020,Clark,2,2
5/11/2020,Clark,3,2
5/12/2020,Clark,6,1
5/13/2020,Clark,2,0
5/14/2020,Clark,2,0
5/15/2020,Clark,4,2
5/16/2020,Clark,2,0
5/17/2020,Clark,4,0
5/18/2020,Clark,2,0
5/19/2020,Clark,3,2
5/20/2020,Clark,6,2
5/21/2020,Clark,1,1
5/22/2020,Clark,2,1
5/23/2020,Clark,0,0
5/24/2020,Clark,4,3
5/25/2020,Clark,2,1
5/26/2020,Clark,6,1
5/27/2020,Clark,5,0
5/28/2020,Clark,7,2
5/29/2020,Clark,2,1
5/30/2020,Clark,5,1
5/31/2020,Clark,2,2
6/1/2020,Clark,3,0
6/2/2020,Clark,3,2
6/3/2020,Clark,3,2
6/4/2020,Clark,3,2
6/5/2020,Clark,2,1
6/6/2020,Clark,2,1
6/7/2020,Clark,1,0
6/8/2020,Clark,2,2
6/9/2020,Clark,4,3
6/10/2020,Clark,6,1
6/11/2020,Clark,4,4
6/12/2020,Clark,1,2
6/13/2020,Clark,2,1
6/14/2020,Clark,3,1
6/15/2020,Clark,5,4
6/16/2020,Clark,4,2
6/17/2020,Clark,5,0
6/18/2020,Clark,4,1
6/19/2020,Clark,1,1
6/20/2020,Clark,5,0
6/21/2020,Clark,1,0
6/22/2020,Clark,4,1
6/23/2020,Clark,2,1
6/24/2020,Clark,2,0
6/25/2020,Clark,1,2
6/26/2020,Clark,6,1
6/27/2020,Clark,3,0
6/28/2020,Clark,0,0
6/29/2020,Clark,5,2
6/30/2020,Clark,3,1
7/1/2020,Clark,7,1
7/2/2020,Clark,2,1
7/3/2020,Clark,4,0
7/4/2020,Clark,3,1
7/5/2020,Clark,4,0
7/6/2020,Clark,6,2
7/7/2020,Clark,2,3
7/8/2020,Clark,2,1
7/9/2020,Clark,3,2
7/10/2020,Clark,5,0
7/11/2020,Clark,9,1
7/12/2020,Clark,4,1
7/13/2020,Clark,4,0
7/14/2020,Clark,6,2
7/15/2020,Clark,6,2
7/16/2020,Clark,3,0
7/17/2020,Clark,5,0
7/18/2020,Clark,4,1
7/19/2020,Clark,4,1
7/20/2020,Clark,10,1
7/21/2020,Clark,6,2
7/22/2020,Clark,1,1
7/23/2020,Clark,4,3
7/24/2020,Clark,5,1
7/25/2020,Clark,9,7
7/26/2020,Clark,4,2
7/27/2020,Clark,4,1
7/28/2020,Clark,6,3
7/29/2020,Clark,4,1
7/30/2020,Clark,8,3
7/31/2020,Clark,6,2
8/1/2020,Clark,9,2
8/2/2020,Clark,10,4
8/3/2020,Clark,7,0
8/4/2020,Clark,9,2
8/5/2020,Clark,12,2
8/6/2020,Clark,3,1
8/7/2020,Clark,12,2
8/8/2020,Clark,8,2
8/9/2020,Clark,5,2
8/10/2020,Clark,9,3
8/11/2020,Clark,8,3
8/12/2020,Clark,9,2
8/13/2020,Clark,11,3
8/14/2020,Clark,1,1
8/15/2020,Clark,8,0
8/16/2020,Clark,7,3
8/17/2020,Clark,5,0
8/18/2020,Clark,5,3
8/19/2020,Clark,4,2
8/20/2020,Clark,6,0
8/21/2020,Clark,10,1
8/22/2020,Clark,5,0
8/23/2020,Clark,3,2
8/24/2020,Clark,8,1
8/25/2020,Clark,4,1
8/26/2020,Clark,7,2
8/27/2020,Clark,6,0
8/28/2020,Clark,8,1
8/29/2020,Clark,5,1
8/30/2020,Clark,4,1
8/31/2020,Clark,8,1
9/1/2020,Clark,7,3
9/2/2020,Clark,3,4
9/3/2020,Clark,2,0
9/4/2020,Clark,6,2
9/5/2020,Clark,4,1
9/6/2020,Clark,3,0
9/7/2020,Clark,6,2
9/8/2020,Clark,10,1
9/9/2020,Clark,4,3
9/10/2020,Clark,6,0
9/11/2020,Clark,6,2
9/12/2020,Clark,3,1
9/13/2020,Clark,1,0
9/14/2020,Clark,2,1
9/15/2020,Clark,2,0
9/16/2020,Clark,2,0
9/17/2020,Clark,3,0
9/18/2020,Clark,4,1
9/19/2020,Clark,2,1
9/20/2020,Clark,7,2
9/21/2020,Clark,6,1
9/22/2020,Clark,2,1
9/23/2020,Clark,5,1
9/24/2020,Clark,5,2
9/25/2020,Clark,5,2
9/26/2020,Clark,1,0
9/27/2020,Clark,5,1
9/28/2020,Clark,5,2
9/29/2020,Clark,3,2
9/30/2020,Clark,5,3
10/1/2020,Clark,6,2
10/2/2020,Clark,5,1
10/3/2020,Clark,3,2
10/4/2020,Clark,7,1
10/5/2020,Clark,11,2
10/6/2020,Clark,6,3
10/7/2020,Clark,3,1
10/8/2020,Clark,3,0
10/9/2020,Clark,7,3
10/10/2020,Clark,4,1
10/11/2020,Clark,5,0
10/12/2020,Clark,6,2
10/13/2020,Clark,3,2
10/14/2020,Clark,11,5
10/15/2020,Clark,6,2
10/16/2020,Clark,3,1
10/17/2020,Clark,4,1
10/18/2020,Clark,7,3
10/19/2020,Clark,9,2
10/20/2020,Clark,5,0
10/21/2020,Clark,6,3
10/22/2020,Clark,4,2
10/23/2020,Clark,10,1
10/24/2020,Clark,7,1
10/25/2020,Clark,5,2
10/26/2020,Clark,14,1
10/27/2020,Clark,5,1
10/28/2020,Clark,11,3
10/29/2020,Clark,2,3
10/30/2020,Clark,12,3
10/31/2020,Clark,2,1
11/1/2020,Clark,11,4
11/2/2020,Clark,11,1
11/3/2020,Clark,16,3
11/4/2020,Clark,17,5
11/5/2020,Clark,12,1
11/6/2020,Clark,8,0
11/7/2020,Clark,8,2
11/8/2020,Clark,11,0
11/9/2020,Clark,21,4
11/10/2020,Clark,22,3
11/11/2020,Clark,16,3
11/12/2020,Clark,8,2
11/13/2020,Clark,9,6
11/14/2020,Clark,7,1
11/15/2020,Clark,16,2
11/16/2020,Clark,10,1
11/17/2020,Clark,8,5
11/18/2020,Clark,5,1
11/19/2020,Clark,11,3
11/20/2020,Clark,13,7
11/21/2020,Clark,16,4
11/22/2020,Clark,13,5
11/23/2020,Clark,11,3
11/24/2020,Clark,16,2
11/25/2020,Clark,11,1
11/26/2020,Clark,8,3
11/27/2020,Clark,10,7
11/28/2020,Clark,8,4
11/29/2020,Clark,3,3
11/30/2020,Clark,14,4
12/1/2020,Clark,8,0
12/2/2020,Clark,16,3
12/3/2020,Clark,6,1
12/4/2020,Clark,15,2
12/5/2020,Clark,6,0
12/6/2020,Clark,10,0
3/1/2020,Clay,0,0
3/2/2020,Clay,0,0
3/3/2020,Clay,0,0
3/4/2020,Clay,0,0
3/5/2020,Clay,3,2
3/6/2020,Clay,0,0
3/7/2020,Clay,1,0
3/8/2020,Clay,1,0
3/9/2020,Clay,2,2
3/10/2020,Clay,1,1
3/11/2020,Clay,1,1
3/12/2020,Clay,0,0
3/13/2020,Clay,0,0
3/14/2020,Clay,1,1
3/15/2020,Clay,0,0
3/16/2020,Clay,2,0
3/17/2020,Clay,0,0
3/18/2020,Clay,2,2
3/19/2020,Clay,0,0
3/20/2020,Clay,2,1
3/21/2020,Clay,0,0
3/22/2020,Clay,1,0
3/23/2020,Clay,1,1
3/24/2020,Clay,1,0
3/25/2020,Clay,0,0
3/26/2020,Clay,0,1
3/27/2020,Clay,1,0
3/28/2020,Clay,1,1
3/29/2020,Clay,1,0
3/30/2020,Clay,0,1
3/31/2020,Clay,0,1
4/1/2020,Clay,1,0
4/2/2020,Clay,1,0
4/3/2020,Clay,0,0
4/4/2020,Clay,0,0
4/5/2020,Clay,0,1
4/6/2020,Clay,0,0
4/7/2020,Clay,0,0
4/8/2020,Clay,0,0
4/9/2020,Clay,0,2
4/10/2020,Clay,0,2
4/11/2020,Clay,1,0
4/12/2020,Clay,1,1
4/13/2020,Clay,0,0
4/14/2020,Clay,0,0
4/15/2020,Clay,0,0
4/16/2020,Clay,0,0
4/17/2020,Clay,0,0
4/18/2020,Clay,0,0
4/19/2020,Clay,0,1
4/20/2020,Clay,0,0
4/21/2020,Clay,0,0
4/22/2020,Clay,0,0
4/23/2020,Clay,1,0
4/24/2020,Clay,0,1
4/25/2020,Clay,1,0
4/26/2020,Clay,0,0
4/27/2020,Clay,1,0
4/28/2020,Clay,0,0
4/29/2020,Clay,0,0
4/30/2020,Clay,0,0
5/1/2020,Clay,2,1
5/2/2020,Clay,0,0
5/3/2020,Clay,0,0
5/4/2020,Clay,0,0
5/5/2020,Clay,0,0
5/6/2020,Clay,0,0
5/7/2020,Clay,0,1
5/8/2020,Clay,1,0
5/9/2020,Clay,0,1
5/10/2020,Clay,0,0
5/11/2020,Clay,0,0
5/12/2020,Clay,1,0
5/13/2020,Clay,0,0
5/14/2020,Clay,1,0
5/15/2020,Clay,0,0
5/16/2020,Clay,2,0
5/17/2020,Clay,0,0
5/18/2020,Clay,0,0
5/19/2020,Clay,0,2
5/20/2020,Clay,0,0
5/21/2020,Clay,2,1
5/22/2020,Clay,0,0
5/23/2020,Clay,0,0
5/24/2020,Clay,1,0
5/25/2020,Clay,1,0
5/26/2020,Clay,0,0
5/27/2020,Clay,0,0
5/28/2020,Clay,1,0
5/29/2020,Clay,0,0
5/30/2020,Clay,0,0
5/31/2020,Clay,0,0
6/1/2020,Clay,1,0
6/2/2020,Clay,1,0
6/3/2020,Clay,1,0
6/4/2020,Clay,0,0
6/5/2020,Clay,1,0
6/6/2020,Clay,0,0
6/7/2020,Clay,0,0
6/8/2020,Clay,1,0
6/9/2020,Clay,0,0
6/10/2020,Clay,0,0
6/11/2020,Clay,0,0
6/12/2020,Clay,0,0
6/13/2020,Clay,0,0
6/14/2020,Clay,1,0
6/15/2020,Clay,0,0
6/16/2020,Clay,0,0
6/17/2020,Clay,1,0
6/18/2020,Clay,0,0
6/19/2020,Clay,0,0
6/20/2020,Clay,0,0
6/21/2020,Clay,1,1
6/22/2020,Clay,0,0
6/23/2020,Clay,0,0
6/24/2020,Clay,1,0
6/25/2020,Clay,1,0
6/26/2020,Clay,0,0
6/27/2020,Clay,0,0
6/28/2020,Clay,0,0
6/29/2020,Clay,0,0
6/30/2020,Clay,0,0
7/1/2020,Clay,0,0
7/2/2020,Clay,1,0
7/3/2020,Clay,0,0
7/4/2020,Clay,0,0
7/5/2020,Clay,1,1
7/6/2020,Clay,0,0
7/7/2020,Clay,0,0
7/8/2020,Clay,0,0
7/9/2020,Clay,0,0
7/10/2020,Clay,0,0
7/11/2020,Clay,0,0
7/12/2020,Clay,0,0
7/13/2020,Clay,0,0
7/14/2020,Clay,0,1
7/15/2020,Clay,0,0
7/16/2020,Clay,0,0
7/17/2020,Clay,0,0
7/18/2020,Clay,0,0
7/19/2020,Clay,0,0
7/20/2020,Clay,0,0
7/21/2020,Clay,1,0
7/22/2020,Clay,2,2
7/23/2020,Clay,1,0
7/24/2020,Clay,1,0
7/25/2020,Clay,0,0
7/26/2020,Clay,1,0
7/27/2020,Clay,3,0
7/28/2020,Clay,1,0
7/29/2020,Clay,1,0
7/30/2020,Clay,1,0
7/31/2020,Clay,0,0
8/1/2020,Clay,1,0
8/2/2020,Clay,2,1
8/3/2020,Clay,0,0
8/4/2020,Clay,1,0
8/5/2020,Clay,1,0
8/6/2020,Clay,2,0
8/7/2020,Clay,2,2
8/8/2020,Clay,0,1
8/9/2020,Clay,1,1
8/10/2020,Clay,2,0
8/11/2020,Clay,2,2
8/12/2020,Clay,3,0
8/13/2020,Clay,1,0
8/14/2020,Clay,1,0
8/15/2020,Clay,0,1
8/16/2020,Clay,0,0
8/17/2020,Clay,2,0
8/18/2020,Clay,3,2
8/19/2020,Clay,2,1
8/20/2020,Clay,1,1
8/21/2020,Clay,3,1
8/22/2020,Clay,0,0
8/23/2020,Clay,0,2
8/24/2020,Clay,2,0
8/25/2020,Clay,1,1
8/26/2020,Clay,2,0
8/27/2020,Clay,0,0
8/28/2020,Clay,2,0
8/29/2020,Clay,0,0
8/30/2020,Clay,1,0
8/31/2020,Clay,0,0
9/1/2020,Clay,0,0
9/2/2020,Clay,0,0
9/3/2020,Clay,1,1
9/4/2020,Clay,0,1
9/5/2020,Clay,3,0
9/6/2020,Clay,0,0
9/7/2020,Clay,2,0
9/8/2020,Clay,1,0
9/9/2020,Clay,0,0
9/10/2020,Clay,0,0
9/11/2020,Clay,0,1
9/12/2020,Clay,1,0
9/13/2020,Clay,1,0
9/14/2020,Clay,0,0
9/15/2020,Clay,1,3
9/16/2020,Clay,1,1
9/17/2020,Clay,1,0
9/18/2020,Clay,1,0
9/19/2020,Clay,1,1
9/20/2020,Clay,1,0
9/21/2020,Clay,1,0
9/22/2020,Clay,1,1
9/23/2020,Clay,0,1
9/24/2020,Clay,3,1
9/25/2020,Clay,1,1
9/26/2020,Clay,0,0
9/27/2020,Clay,1,0
9/28/2020,Clay,0,0
9/29/2020,Clay,2,0
9/30/2020,Clay,0,0
10/1/2020,Clay,0,1
10/2/2020,Clay,0,0
10/3/2020,Clay,1,1
10/4/2020,Clay,2,0
10/5/2020,Clay,1,1
10/6/2020,Clay,3,0
10/7/2020,Clay,2,2
10/8/2020,Clay,1,0
10/9/2020,Clay,3,0
10/10/2020,Clay,0,1
10/11/2020,Clay,1,1
10/12/2020,Clay,1,1
10/13/2020,Clay,3,2
10/14/2020,Clay,2,0
10/15/2020,Clay,1,0
10/16/2020,Clay,1,0
10/17/2020,Clay,0,0
10/18/2020,Clay,2,0
10/19/2020,Clay,1,1
10/20/2020,Clay,2,2
10/21/2020,Clay,1,0
10/22/2020,Clay,0,0
10/23/2020,Clay,1,1
10/24/2020,Clay,1,1
10/25/2020,Clay,1,0
10/26/2020,Clay,1,2
10/27/2020,Clay,2,2
10/28/2020,Clay,0,0
10/29/2020,Clay,6,0
10/30/2020,Clay,1,0
10/31/2020,Clay,4,1
11/1/2020,Clay,1,0
11/2/2020,Clay,4,0
11/3/2020,Clay,1,0
11/4/2020,Clay,1,0
11/5/2020,Clay,1,0
11/6/2020,Clay,5,1
11/7/2020,Clay,6,2
11/8/2020,Clay,6,1
11/9/2020,Clay,4,2
11/10/2020,Clay,2,1
11/11/2020,Clay,5,0
11/12/2020,Clay,3,0
11/13/2020,Clay,0,1
11/14/2020,Clay,5,2
11/15/2020,Clay,2,1
11/16/2020,Clay,3,0
11/17/2020,Clay,2,1
11/18/2020,Clay,6,2
11/19/2020,Clay,3,0
11/20/2020,Clay,7,1
11/21/2020,Clay,7,3
11/22/2020,Clay,5,1
11/23/2020,Clay,5,2
11/24/2020,Clay,4,2
11/25/2020,Clay,2,1
11/26/2020,Clay,2,1
11/27/2020,Clay,5,0
11/28/2020,Clay,5,0
11/29/2020,Clay,1,1
11/30/2020,Clay,2,0
12/1/2020,Clay,5,2
12/2/2020,Clay,4,0
12/3/2020,Clay,2,0
12/4/2020,Clay,2,1
12/5/2020,Clay,3,0
12/6/2020,Clay,5,0
3/1/2020,Clinton,1,0
3/2/2020,Clinton,1,0
3/3/2020,Clinton,0,0
3/4/2020,Clinton,0,0
3/5/2020,Clinton,1,1
3/6/2020,Clinton,0,0
3/7/2020,Clinton,0,0
3/8/2020,Clinton,0,0
3/9/2020,Clinton,1,1
3/10/2020,Clinton,0,0
3/11/2020,Clinton,1,0
3/12/2020,Clinton,1,1
3/13/2020,Clinton,0,0
3/14/2020,Clinton,1,1
3/15/2020,Clinton,0,0
3/16/2020,Clinton,1,0
3/17/2020,Clinton,0,1
3/18/2020,Clinton,0,0
3/19/2020,Clinton,1,0
3/20/2020,Clinton,0,0
3/21/2020,Clinton,1,0
3/22/2020,Clinton,0,0
3/23/2020,Clinton,0,0
3/24/2020,Clinton,2,2
3/25/2020,Clinton,0,0
3/26/2020,Clinton,0,0
3/27/2020,Clinton,1,0
3/28/2020,Clinton,0,0
3/29/2020,Clinton,1,0
3/30/2020,Clinton,1,0
3/31/2020,Clinton,1,1
4/1/2020,Clinton,2,1
4/2/2020,Clinton,3,1
4/3/2020,Clinton,1,0
4/4/2020,Clinton,2,2
4/5/2020,Clinton,3,0
4/6/2020,Clinton,2,0
4/7/2020,Clinton,2,1
4/8/2020,Clinton,2,1
4/9/2020,Clinton,0,0
4/10/2020,Clinton,3,0
4/11/2020,Clinton,0,0
4/12/2020,Clinton,0,0
4/13/2020,Clinton,1,0
4/14/2020,Clinton,2,1
4/15/2020,Clinton,1,0
4/16/2020,Clinton,3,1
4/17/2020,Clinton,0,0
4/18/2020,Clinton,0,0
4/19/2020,Clinton,0,0
4/20/2020,Clinton,2,0
4/21/2020,Clinton,0,0
4/22/2020,Clinton,2,0
4/23/2020,Clinton,1,1
4/24/2020,Clinton,0,0
4/25/2020,Clinton,1,0
4/26/2020,Clinton,0,0
4/27/2020,Clinton,1,1
4/28/2020,Clinton,6,1
4/29/2020,Clinton,3,1
4/30/2020,Clinton,1,0
5/1/2020,Clinton,4,1
5/2/2020,Clinton,1,1
5/3/2020,Clinton,2,1
5/4/2020,Clinton,7,4
5/5/2020,Clinton,1,0
5/6/2020,Clinton,2,1
5/7/2020,Clinton,2,1
5/8/2020,Clinton,0,0
5/9/2020,Clinton,4,1
5/10/2020,Clinton,3,3
5/11/2020,Clinton,3,0
5/12/2020,Clinton,0,1
5/13/2020,Clinton,2,2
5/14/2020,Clinton,2,1
5/15/2020,Clinton,0,1
5/16/2020,Clinton,1,0
5/17/2020,Clinton,2,0
5/18/2020,Clinton,1,0
5/19/2020,Clinton,2,0
5/20/2020,Clinton,2,1
5/21/2020,Clinton,0,0
5/22/2020,Clinton,1,0
5/23/2020,Clinton,0,0
5/24/2020,Clinton,0,0
5/25/2020,Clinton,2,0
5/26/2020,Clinton,2,0
5/27/2020,Clinton,2,0
5/28/2020,Clinton,1,0
5/29/2020,Clinton,2,0
5/30/2020,Clinton,1,1
5/31/2020,Clinton,0,0
6/1/2020,Clinton,0,0
6/2/2020,Clinton,1,1
6/3/2020,Clinton,2,1
6/4/2020,Clinton,2,0
6/5/2020,Clinton,1,0
6/6/2020,Clinton,0,0
6/7/2020,Clinton,0,0
6/8/2020,Clinton,0,0
6/9/2020,Clinton,0,0
6/10/2020,Clinton,1,0
6/11/2020,Clinton,0,0
6/12/2020,Clinton,0,0
6/13/2020,Clinton,1,0
6/14/2020,Clinton,0,0
6/15/2020,Clinton,1,0
6/16/2020,Clinton,0,0
6/17/2020,Clinton,1,0
6/18/2020,Clinton,1,1
6/19/2020,Clinton,0,0
6/20/2020,Clinton,3,0
6/21/2020,Clinton,1,0
6/22/2020,Clinton,0,0
6/23/2020,Clinton,0,0
6/24/2020,Clinton,1,1
6/25/2020,Clinton,2,1
6/26/2020,Clinton,1,1
6/27/2020,Clinton,3,1
6/28/2020,Clinton,1,0
6/29/2020,Clinton,2,2
6/30/2020,Clinton,0,0
7/1/2020,Clinton,1,0
7/2/2020,Clinton,1,0
7/3/2020,Clinton,0,0
7/4/2020,Clinton,1,0
7/5/2020,Clinton,1,0
7/6/2020,Clinton,1,0
7/7/2020,Clinton,1,0
7/8/2020,Clinton,1,1
7/9/2020,Clinton,1,0
7/10/2020,Clinton,3,1
7/11/2020,Clinton,3,0
7/12/2020,Clinton,0,0
7/13/2020,Clinton,2,1
7/14/2020,Clinton,1,0
7/15/2020,Clinton,0,0
7/16/2020,Clinton,0,0
7/17/2020,Clinton,2,0
7/18/2020,Clinton,1,1
7/19/2020,Clinton,1,0
7/20/2020,Clinton,1,0
7/21/2020,Clinton,1,0
7/22/2020,Clinton,1,0
7/23/2020,Clinton,1,0
7/24/2020,Clinton,0,0
7/25/2020,Clinton,0,0
7/26/2020,Clinton,1,0
7/27/2020,Clinton,0,0
7/28/2020,Clinton,0,0
7/29/2020,Clinton,0,0
7/30/2020,Clinton,1,0
7/31/2020,Clinton,3,1
8/1/2020,Clinton,1,1
8/2/2020,Clinton,1,0
8/3/2020,Clinton,1,0
8/4/2020,Clinton,3,0
8/5/2020,Clinton,2,1
8/6/2020,Clinton,3,0
8/7/2020,Clinton,0,0
8/8/2020,Clinton,3,1
8/9/2020,Clinton,1,0
8/10/2020,Clinton,1,0
8/11/2020,Clinton,0,0
8/12/2020,Clinton,1,0
8/13/2020,Clinton,1,0
8/14/2020,Clinton,2,1
8/15/2020,Clinton,2,1
8/16/2020,Clinton,0,0
8/17/2020,Clinton,0,0
8/18/2020,Clinton,1,0
8/19/2020,Clinton,1,0
8/20/2020,Clinton,1,1
8/21/2020,Clinton,2,0
8/22/2020,Clinton,3,0
8/23/2020,Clinton,2,1
8/24/2020,Clinton,2,1
8/25/2020,Clinton,1,1
8/26/2020,Clinton,1,0
8/27/2020,Clinton,2,0
8/28/2020,Clinton,1,1
8/29/2020,Clinton,0,0
8/30/2020,Clinton,1,0
8/31/2020,Clinton,2,1
9/1/2020,Clinton,1,0
9/2/2020,Clinton,0,0
9/3/2020,Clinton,1,0
9/4/2020,Clinton,1,0
9/5/2020,Clinton,5,2
9/6/2020,Clinton,0,0
9/7/2020,Clinton,4,0
9/8/2020,Clinton,0,0
9/9/2020,Clinton,0,0
9/10/2020,Clinton,0,0
9/11/2020,Clinton,0,1
9/12/2020,Clinton,0,0
9/13/2020,Clinton,0,0
9/14/2020,Clinton,1,0
9/15/2020,Clinton,1,0
9/16/2020,Clinton,0,1
9/17/2020,Clinton,0,0
9/18/2020,Clinton,0,0
9/19/2020,Clinton,1,1
9/20/2020,Clinton,0,0
9/21/2020,Clinton,0,0
9/22/2020,Clinton,0,0
9/23/2020,Clinton,0,0
9/24/2020,Clinton,1,0
9/25/2020,Clinton,0,0
9/26/2020,Clinton,0,0
9/27/2020,Clinton,1,1
9/28/2020,Clinton,1,0
9/29/2020,Clinton,1,0
9/30/2020,Clinton,1,0
10/1/2020,Clinton,1,0
10/2/2020,Clinton,1,0
10/3/2020,Clinton,3,0
10/4/2020,Clinton,1,0
10/5/2020,Clinton,4,1
10/6/2020,Clinton,5,0
10/7/2020,Clinton,1,0
10/8/2020,Clinton,0,0
10/9/2020,Clinton,1,1
10/10/2020,Clinton,3,2
10/11/2020,Clinton,3,0
10/12/2020,Clinton,2,1
10/13/2020,Clinton,3,1
10/14/2020,Clinton,4,0
10/15/2020,Clinton,1,0
10/16/2020,Clinton,3,1
10/17/2020,Clinton,1,0
10/18/2020,Clinton,2,0
10/19/2020,Clinton,1,1
10/20/2020,Clinton,3,1
10/21/2020,Clinton,4,1
10/22/2020,Clinton,6,1
10/23/2020,Clinton,3,1
10/24/2020,Clinton,3,0
10/25/2020,Clinton,0,0
10/26/2020,Clinton,4,0
10/27/2020,Clinton,2,0
10/28/2020,Clinton,1,0
10/29/2020,Clinton,5,2
10/30/2020,Clinton,3,2
10/31/2020,Clinton,5,1
11/1/2020,Clinton,2,2
11/2/2020,Clinton,8,5
11/3/2020,Clinton,3,0
11/4/2020,Clinton,3,0
11/5/2020,Clinton,5,4
11/6/2020,Clinton,7,2
11/7/2020,Clinton,3,2
11/8/2020,Clinton,2,1
11/9/2020,Clinton,9,1
11/10/2020,Clinton,4,1
11/11/2020,Clinton,3,2
11/12/2020,Clinton,5,3
11/13/2020,Clinton,5,3
11/14/2020,Clinton,1,1
11/15/2020,Clinton,2,1
11/16/2020,Clinton,8,2
11/17/2020,Clinton,2,4
11/18/2020,Clinton,7,3
11/19/2020,Clinton,2,1
11/20/2020,Clinton,4,2
11/21/2020,Clinton,4,2
11/22/2020,Clinton,5,4
11/23/2020,Clinton,5,4
11/24/2020,Clinton,10,1
11/25/2020,Clinton,6,2
11/26/2020,Clinton,2,2
11/27/2020,Clinton,3,1
11/28/2020,Clinton,5,1
11/29/2020,Clinton,3,1
11/30/2020,Clinton,4,0
12/1/2020,Clinton,9,1
12/2/2020,Clinton,9,0
12/3/2020,Clinton,3,2
12/4/2020,Clinton,2,1
12/5/2020,Clinton,2,2
12/6/2020,Clinton,2,0
3/1/2020,Crawford,0,0
3/2/2020,Crawford,0,0
3/3/2020,Crawford,0,0
3/4/2020,Crawford,1,0
3/5/2020,Crawford,0,0
3/6/2020,Crawford,0,0
3/7/2020,Crawford,0,0
3/8/2020,Crawford,0,0
3/9/2020,Crawford,1,0
3/10/2020,Crawford,0,0
3/11/2020,Crawford,0,0
3/12/2020,Crawford,0,0
3/13/2020,Crawford,1,0
3/14/2020,Crawford,0,0
3/15/2020,Crawford,0,0
3/16/2020,Crawford,0,0
3/17/2020,Crawford,1,0
3/18/2020,Crawford,0,0
3/19/2020,Crawford,2,1
3/20/2020,Crawford,0,0
3/21/2020,Crawford,0,0
3/22/2020,Crawford,0,0
3/23/2020,Crawford,1,0
3/24/2020,Crawford,0,0
3/25/2020,Crawford,0,0
3/26/2020,Crawford,0,0
3/27/2020,Crawford,0,0
3/28/2020,Crawford,0,0
3/29/2020,Crawford,0,0
3/30/2020,Crawford,0,0
3/31/2020,Crawford,1,0
4/1/2020,Crawford,0,0
4/2/2020,Crawford,0,0
4/3/2020,Crawford,0,0
4/4/2020,Crawford,0,0
4/5/2020,Crawford,0,0
4/6/2020,Crawford,0,0
4/7/2020,Crawford,0,0
4/8/2020,Crawford,0,0
4/9/2020,Crawford,0,0
4/10/2020,Crawford,0,0
4/11/2020,Crawford,0,0
4/12/2020,Crawford,0,0
4/13/2020,Crawford,0,0
