Date,County,ED Visit Count,Hospitalization Count
5/2/2020,Jennings,0,0
5/3/2020,Jennings,0,0
5/4/2020,Jennings,1,0
5/5/2020,Jennings,1,0
5/6/2020,Jennings,0,0
5/7/2020,Jennings,0,0
5/8/2020,Jennings,0,0
5/9/2020,Jennings,0,0
5/10/2020,Jennings,0,0
5/11/2020,Jennings,1,1
5/12/2020,Jennings,2,1
5/13/2020,Jennings,1,1
5/14/2020,Jennings,3,2
5/15/2020,Jennings,1,0
5/16/2020,Jennings,1,1
5/17/2020,Jennings,0,1
5/18/2020,Jennings,2,1
5/19/2020,Jennings,0,0
5/20/2020,Jennings,0,0
5/21/2020,Jennings,0,0
5/22/2020,Jennings,1,0
5/23/2020,Jennings,1,1
5/24/2020,Jennings,0,0
5/25/2020,Jennings,1,0
5/26/2020,Jennings,1,0
5/27/2020,Jennings,0,0
5/28/2020,Jennings,0,0
5/29/2020,Jennings,0,0
5/30/2020,Jennings,0,0
5/31/2020,Jennings,0,0
6/1/2020,Jennings,0,0
6/2/2020,Jennings,0,0
6/3/2020,Jennings,2,0
6/4/2020,Jennings,0,0
6/5/2020,Jennings,1,1
6/6/2020,Jennings,1,0
6/7/2020,Jennings,0,0
6/8/2020,Jennings,1,0
6/9/2020,Jennings,2,1
6/10/2020,Jennings,0,0
6/11/2020,Jennings,1,0
6/12/2020,Jennings,0,0
6/13/2020,Jennings,0,0
6/14/2020,Jennings,0,0
6/15/2020,Jennings,1,0
6/16/2020,Jennings,0,0
6/17/2020,Jennings,0,0
6/18/2020,Jennings,0,0
6/19/2020,Jennings,0,0
6/20/2020,Jennings,0,0
6/21/2020,Jennings,0,0
6/22/2020,Jennings,0,0
6/23/2020,Jennings,0,0
6/24/2020,Jennings,1,0
6/25/2020,Jennings,0,0
6/26/2020,Jennings,0,0
6/27/2020,Jennings,0,0
6/28/2020,Jennings,0,0
6/29/2020,Jennings,0,0
6/30/2020,Jennings,1,0
7/1/2020,Jennings,1,1
7/2/2020,Jennings,0,0
7/3/2020,Jennings,1,0
7/4/2020,Jennings,1,0
7/5/2020,Jennings,0,0
7/6/2020,Jennings,2,0
7/7/2020,Jennings,3,0
7/8/2020,Jennings,0,0
7/9/2020,Jennings,0,0
7/10/2020,Jennings,1,0
7/11/2020,Jennings,1,0
7/12/2020,Jennings,0,0
7/13/2020,Jennings,1,0
7/14/2020,Jennings,0,0
7/15/2020,Jennings,1,0
7/16/2020,Jennings,1,0
7/17/2020,Jennings,1,0
7/18/2020,Jennings,2,1
7/19/2020,Jennings,0,0
7/20/2020,Jennings,2,2
7/21/2020,Jennings,1,0
7/22/2020,Jennings,3,0
7/23/2020,Jennings,0,0
7/24/2020,Jennings,1,0
7/25/2020,Jennings,0,0
7/26/2020,Jennings,0,0
7/27/2020,Jennings,1,1
7/28/2020,Jennings,1,0
7/29/2020,Jennings,0,0
7/30/2020,Jennings,0,0
7/31/2020,Jennings,1,0
8/1/2020,Jennings,1,0
8/2/2020,Jennings,1,0
8/3/2020,Jennings,0,0
8/4/2020,Jennings,1,0
8/5/2020,Jennings,1,0
8/6/2020,Jennings,2,0
8/7/2020,Jennings,0,0
8/8/2020,Jennings,0,0
8/9/2020,Jennings,1,1
8/10/2020,Jennings,3,1
8/11/2020,Jennings,1,1
8/12/2020,Jennings,0,0
8/13/2020,Jennings,0,0
8/14/2020,Jennings,0,0
8/15/2020,Jennings,1,0
8/16/2020,Jennings,1,0
8/17/2020,Jennings,0,0
8/18/2020,Jennings,0,0
8/19/2020,Jennings,0,0
8/20/2020,Jennings,1,0
8/21/2020,Jennings,0,0
8/22/2020,Jennings,2,1
8/23/2020,Jennings,1,0
8/24/2020,Jennings,2,1
8/25/2020,Jennings,1,0
8/26/2020,Jennings,1,0
8/27/2020,Jennings,2,1
8/28/2020,Jennings,1,0
8/29/2020,Jennings,1,1
8/30/2020,Jennings,3,0
8/31/2020,Jennings,0,0
9/1/2020,Jennings,0,0
9/2/2020,Jennings,0,0
9/3/2020,Jennings,1,0
9/4/2020,Jennings,1,0
9/5/2020,Jennings,0,0
9/6/2020,Jennings,2,2
9/7/2020,Jennings,2,0
9/8/2020,Jennings,2,1
9/9/2020,Jennings,2,0
9/10/2020,Jennings,0,0
9/11/2020,Jennings,2,0
9/12/2020,Jennings,1,0
9/13/2020,Jennings,0,0
9/14/2020,Jennings,4,1
9/15/2020,Jennings,2,0
9/16/2020,Jennings,0,0
9/17/2020,Jennings,2,0
9/18/2020,Jennings,1,0
9/19/2020,Jennings,0,0
9/20/2020,Jennings,1,0
9/21/2020,Jennings,2,1
9/22/2020,Jennings,1,0
9/23/2020,Jennings,3,0
9/24/2020,Jennings,0,0
9/25/2020,Jennings,1,0
9/26/2020,Jennings,0,0
9/27/2020,Jennings,3,0
9/28/2020,Jennings,1,0
9/29/2020,Jennings,2,1
9/30/2020,Jennings,1,0
10/1/2020,Jennings,2,0
10/2/2020,Jennings,1,0
10/3/2020,Jennings,1,0
10/4/2020,Jennings,0,0
10/5/2020,Jennings,2,2
10/6/2020,Jennings,3,0
10/7/2020,Jennings,2,0
10/8/2020,Jennings,1,0
10/9/2020,Jennings,0,0
10/10/2020,Jennings,1,1
10/11/2020,Jennings,2,0
10/12/2020,Jennings,1,0
10/13/2020,Jennings,1,0
10/14/2020,Jennings,0,0
10/15/2020,Jennings,0,0
10/16/2020,Jennings,0,0
10/17/2020,Jennings,1,0
10/18/2020,Jennings,1,0
10/19/2020,Jennings,1,0
10/20/2020,Jennings,1,0
10/21/2020,Jennings,0,0
10/22/2020,Jennings,2,1
10/23/2020,Jennings,1,0
10/24/2020,Jennings,1,0
10/25/2020,Jennings,3,1
10/26/2020,Jennings,0,0
10/27/2020,Jennings,0,0
10/28/2020,Jennings,1,0
10/29/2020,Jennings,1,2
10/30/2020,Jennings,3,2
10/31/2020,Jennings,2,0
11/1/2020,Jennings,3,0
11/2/2020,Jennings,1,0
11/3/2020,Jennings,5,2
11/4/2020,Jennings,4,1
11/5/2020,Jennings,4,3
11/6/2020,Jennings,4,3
11/7/2020,Jennings,1,0
11/8/2020,Jennings,1,1
11/9/2020,Jennings,4,0
11/10/2020,Jennings,2,1
11/11/2020,Jennings,3,1
11/12/2020,Jennings,9,1
11/13/2020,Jennings,2,0
11/14/2020,Jennings,2,0
11/15/2020,Jennings,2,0
11/16/2020,Jennings,3,0
11/17/2020,Jennings,0,0
11/18/2020,Jennings,9,2
11/19/2020,Jennings,2,1
11/20/2020,Jennings,1,0
11/21/2020,Jennings,3,0
11/22/2020,Jennings,5,1
11/23/2020,Jennings,6,4
11/24/2020,Jennings,5,4
11/25/2020,Jennings,6,1
11/26/2020,Jennings,4,2
11/27/2020,Jennings,7,3
11/28/2020,Jennings,5,1
11/29/2020,Jennings,6,1
11/30/2020,Jennings,3,1
12/1/2020,Jennings,9,0
12/2/2020,Jennings,5,2
12/3/2020,Jennings,4,0
12/4/2020,Jennings,7,3
12/5/2020,Jennings,5,2
12/6/2020,Jennings,4,0
3/1/2020,Johnson,1,0
3/2/2020,Johnson,1,1
3/3/2020,Johnson,1,0
3/4/2020,Johnson,3,2
3/5/2020,Johnson,0,1
3/6/2020,Johnson,2,1
3/7/2020,Johnson,0,0
3/8/2020,Johnson,2,1
3/9/2020,Johnson,5,1
3/10/2020,Johnson,1,0
3/11/2020,Johnson,1,0
3/12/2020,Johnson,0,1
3/13/2020,Johnson,2,1
3/14/2020,Johnson,2,1
3/15/2020,Johnson,1,0
3/16/2020,Johnson,0,1
3/17/2020,Johnson,4,3
3/18/2020,Johnson,3,4
3/19/2020,Johnson,3,1
3/20/2020,Johnson,4,1
3/21/2020,Johnson,6,2
3/22/2020,Johnson,4,1
3/23/2020,Johnson,4,6
3/24/2020,Johnson,3,5
3/25/2020,Johnson,4,2
3/26/2020,Johnson,8,7
3/27/2020,Johnson,7,4
3/28/2020,Johnson,7,2
3/29/2020,Johnson,3,3
3/30/2020,Johnson,5,4
3/31/2020,Johnson,5,2
4/1/2020,Johnson,0,3
4/2/2020,Johnson,6,3
4/3/2020,Johnson,5,3
4/4/2020,Johnson,4,4
4/5/2020,Johnson,4,3
4/6/2020,Johnson,4,5
4/7/2020,Johnson,6,4
4/8/2020,Johnson,10,6
4/9/2020,Johnson,5,4
4/10/2020,Johnson,10,4
4/11/2020,Johnson,4,2
4/12/2020,Johnson,1,0
4/13/2020,Johnson,4,6
4/14/2020,Johnson,7,4
4/15/2020,Johnson,4,2
4/16/2020,Johnson,0,0
4/17/2020,Johnson,4,3
4/18/2020,Johnson,2,1
4/19/2020,Johnson,6,1
4/20/2020,Johnson,5,3
4/21/2020,Johnson,6,0
4/22/2020,Johnson,3,2
4/23/2020,Johnson,5,3
4/24/2020,Johnson,8,3
4/25/2020,Johnson,6,1
4/26/2020,Johnson,1,1
4/27/2020,Johnson,3,2
4/28/2020,Johnson,2,2
4/29/2020,Johnson,4,2
4/30/2020,Johnson,3,3
5/1/2020,Johnson,6,2
5/2/2020,Johnson,4,2
5/3/2020,Johnson,1,1
5/4/2020,Johnson,3,0
5/5/2020,Johnson,3,2
5/6/2020,Johnson,5,1
5/7/2020,Johnson,2,1
5/8/2020,Johnson,4,1
5/9/2020,Johnson,1,0
5/10/2020,Johnson,3,2
5/11/2020,Johnson,4,1
5/12/2020,Johnson,1,1
5/13/2020,Johnson,5,0
5/14/2020,Johnson,4,2
5/15/2020,Johnson,5,0
5/16/2020,Johnson,2,0
5/17/2020,Johnson,5,4
5/18/2020,Johnson,9,2
5/19/2020,Johnson,2,1
5/20/2020,Johnson,7,3
5/21/2020,Johnson,8,2
5/22/2020,Johnson,3,1
5/23/2020,Johnson,2,0
5/24/2020,Johnson,0,0
5/25/2020,Johnson,0,0
5/26/2020,Johnson,6,2
5/27/2020,Johnson,1,0
5/28/2020,Johnson,1,0
5/29/2020,Johnson,4,0
5/30/2020,Johnson,5,1
5/31/2020,Johnson,2,0
6/1/2020,Johnson,0,1
6/2/2020,Johnson,0,0
6/3/2020,Johnson,6,1
6/4/2020,Johnson,4,0
6/5/2020,Johnson,0,0
6/6/2020,Johnson,0,0
6/7/2020,Johnson,1,1
6/8/2020,Johnson,0,1
6/9/2020,Johnson,3,1
6/10/2020,Johnson,0,1
6/11/2020,Johnson,1,0
6/12/2020,Johnson,1,1
6/13/2020,Johnson,0,1
6/14/2020,Johnson,1,1
6/15/2020,Johnson,0,0
6/16/2020,Johnson,2,0
6/17/2020,Johnson,2,0
6/18/2020,Johnson,5,1
6/19/2020,Johnson,0,0
6/20/2020,Johnson,0,0
6/21/2020,Johnson,0,0
6/22/2020,Johnson,6,1
6/23/2020,Johnson,3,1
6/24/2020,Johnson,1,0
6/25/2020,Johnson,2,1
6/26/2020,Johnson,0,0
6/27/2020,Johnson,2,1
6/28/2020,Johnson,2,0
6/29/2020,Johnson,0,0
6/30/2020,Johnson,4,0
7/1/2020,Johnson,2,1
7/2/2020,Johnson,4,3
7/3/2020,Johnson,7,1
7/4/2020,Johnson,6,4
7/5/2020,Johnson,0,0
7/6/2020,Johnson,3,0
7/7/2020,Johnson,3,1
7/8/2020,Johnson,4,1
7/9/2020,Johnson,2,1
7/10/2020,Johnson,5,2
7/11/2020,Johnson,5,2
7/12/2020,Johnson,8,1
7/13/2020,Johnson,3,0
7/14/2020,Johnson,2,0
7/15/2020,Johnson,4,3
7/16/2020,Johnson,3,0
7/17/2020,Johnson,5,1
7/18/2020,Johnson,2,1
7/19/2020,Johnson,5,1
7/20/2020,Johnson,4,1
7/21/2020,Johnson,1,2
7/22/2020,Johnson,6,2
7/23/2020,Johnson,5,1
7/24/2020,Johnson,1,0
7/25/2020,Johnson,5,1
7/26/2020,Johnson,3,1
7/27/2020,Johnson,2,2
7/28/2020,Johnson,3,2
7/29/2020,Johnson,3,0
7/30/2020,Johnson,4,3
7/31/2020,Johnson,10,6
8/1/2020,Johnson,6,1
8/2/2020,Johnson,4,2
8/3/2020,Johnson,3,0
8/4/2020,Johnson,4,2
8/5/2020,Johnson,3,1
8/6/2020,Johnson,2,0
8/7/2020,Johnson,4,0
8/8/2020,Johnson,1,1
8/9/2020,Johnson,5,1
8/10/2020,Johnson,4,3
8/11/2020,Johnson,3,1
8/12/2020,Johnson,5,1
8/13/2020,Johnson,5,2
8/14/2020,Johnson,2,1
8/15/2020,Johnson,1,0
8/16/2020,Johnson,5,1
8/17/2020,Johnson,2,0
8/18/2020,Johnson,1,0
8/19/2020,Johnson,6,0
8/20/2020,Johnson,1,0
8/21/2020,Johnson,1,0
8/22/2020,Johnson,4,1
8/23/2020,Johnson,5,1
8/24/2020,Johnson,8,1
8/25/2020,Johnson,4,3
8/26/2020,Johnson,3,1
8/27/2020,Johnson,5,1
8/28/2020,Johnson,3,1
8/29/2020,Johnson,2,1
8/30/2020,Johnson,4,0
8/31/2020,Johnson,6,2
9/1/2020,Johnson,2,1
9/2/2020,Johnson,1,0
9/3/2020,Johnson,3,1
9/4/2020,Johnson,2,0
9/5/2020,Johnson,3,1
9/6/2020,Johnson,4,1
9/7/2020,Johnson,3,2
9/8/2020,Johnson,1,2
9/9/2020,Johnson,2,1
9/10/2020,Johnson,3,2
9/11/2020,Johnson,4,0
9/12/2020,Johnson,5,1
9/13/2020,Johnson,3,0
9/14/2020,Johnson,2,0
9/15/2020,Johnson,2,1
9/16/2020,Johnson,4,2
9/17/2020,Johnson,3,2
9/18/2020,Johnson,4,1
9/19/2020,Johnson,1,0
9/20/2020,Johnson,1,1
9/21/2020,Johnson,2,2
9/22/2020,Johnson,0,0
9/23/2020,Johnson,1,1
9/24/2020,Johnson,4,1
9/25/2020,Johnson,7,2
9/26/2020,Johnson,3,1
9/27/2020,Johnson,1,1
9/28/2020,Johnson,1,1
9/29/2020,Johnson,4,1
9/30/2020,Johnson,3,0
10/1/2020,Johnson,3,0
10/2/2020,Johnson,4,1
10/3/2020,Johnson,2,1
10/4/2020,Johnson,5,0
10/5/2020,Johnson,1,1
10/6/2020,Johnson,4,0
10/7/2020,Johnson,6,2
10/8/2020,Johnson,3,1
10/9/2020,Johnson,8,3
10/10/2020,Johnson,4,0
10/11/2020,Johnson,5,0
10/12/2020,Johnson,9,3
10/13/2020,Johnson,3,1
10/14/2020,Johnson,3,0
10/15/2020,Johnson,7,1
10/16/2020,Johnson,2,2
10/17/2020,Johnson,6,3
10/18/2020,Johnson,2,1
10/19/2020,Johnson,8,3
10/20/2020,Johnson,5,0
10/21/2020,Johnson,4,1
10/22/2020,Johnson,6,4
10/23/2020,Johnson,9,2
10/24/2020,Johnson,6,1
10/25/2020,Johnson,6,1
10/26/2020,Johnson,5,3
10/27/2020,Johnson,1,2
10/28/2020,Johnson,8,4
10/29/2020,Johnson,1,1
10/30/2020,Johnson,6,1
10/31/2020,Johnson,2,1
11/1/2020,Johnson,10,2
11/2/2020,Johnson,13,1
11/3/2020,Johnson,1,2
11/4/2020,Johnson,5,1
11/5/2020,Johnson,7,4
11/6/2020,Johnson,15,5
11/7/2020,Johnson,15,4
11/8/2020,Johnson,9,2
11/9/2020,Johnson,14,6
11/10/2020,Johnson,17,7
11/11/2020,Johnson,14,2
11/12/2020,Johnson,15,4
11/13/2020,Johnson,10,7
11/14/2020,Johnson,16,6
11/15/2020,Johnson,12,4
11/16/2020,Johnson,14,6
11/17/2020,Johnson,12,4
11/18/2020,Johnson,19,7
11/19/2020,Johnson,15,15
11/20/2020,Johnson,18,4
11/21/2020,Johnson,9,10
11/22/2020,Johnson,13,5
11/23/2020,Johnson,14,5
11/24/2020,Johnson,9,11
11/25/2020,Johnson,21,6
11/26/2020,Johnson,8,3
11/27/2020,Johnson,15,3
11/28/2020,Johnson,12,4
11/29/2020,Johnson,19,1
11/30/2020,Johnson,20,7
12/1/2020,Johnson,18,13
12/2/2020,Johnson,13,3
12/3/2020,Johnson,12,2
12/4/2020,Johnson,10,2
12/5/2020,Johnson,12,3
12/6/2020,Johnson,5,1
3/1/2020,Knox,0,1
3/2/2020,Knox,0,1
3/3/2020,Knox,1,1
3/4/2020,Knox,2,0
3/5/2020,Knox,0,1
3/6/2020,Knox,1,0
3/7/2020,Knox,1,0
3/8/2020,Knox,0,1
3/9/2020,Knox,0,0
3/10/2020,Knox,0,0
3/11/2020,Knox,1,1
3/12/2020,Knox,0,0
3/13/2020,Knox,1,1
3/14/2020,Knox,0,0
3/15/2020,Knox,1,0
3/16/2020,Knox,0,0
3/17/2020,Knox,0,0
3/18/2020,Knox,2,1
3/19/2020,Knox,0,0
3/20/2020,Knox,2,0
3/21/2020,Knox,1,0
3/22/2020,Knox,1,0
3/23/2020,Knox,1,0
3/24/2020,Knox,1,1
3/25/2020,Knox,1,0
3/26/2020,Knox,2,1
3/27/2020,Knox,0,1
3/28/2020,Knox,1,0
3/29/2020,Knox,0,0
3/30/2020,Knox,0,0
3/31/2020,Knox,0,1
4/1/2020,Knox,1,0
4/2/2020,Knox,0,0
4/3/2020,Knox,0,0
4/4/2020,Knox,0,0
4/5/2020,Knox,1,1
4/6/2020,Knox,1,0
4/7/2020,Knox,0,1
4/8/2020,Knox,1,0
4/9/2020,Knox,1,1
4/10/2020,Knox,0,0
4/11/2020,Knox,1,1
4/12/2020,Knox,0,0
4/13/2020,Knox,0,0
4/14/2020,Knox,0,0
4/15/2020,Knox,0,0
4/16/2020,Knox,0,0
4/17/2020,Knox,0,1
4/18/2020,Knox,0,0
4/19/2020,Knox,0,1
4/20/2020,Knox,0,0
4/21/2020,Knox,0,0
4/22/2020,Knox,0,0
4/23/2020,Knox,2,0
4/24/2020,Knox,0,0
4/25/2020,Knox,2,1
4/26/2020,Knox,0,0
4/27/2020,Knox,1,0
4/28/2020,Knox,0,0
4/29/2020,Knox,0,0
4/30/2020,Knox,0,0
5/1/2020,Knox,0,0
5/2/2020,Knox,0,0
5/3/2020,Knox,0,0
5/4/2020,Knox,0,0
5/5/2020,Knox,0,0
5/6/2020,Knox,1,1
5/7/2020,Knox,0,0
5/8/2020,Knox,1,0
5/9/2020,Knox,0,0
5/10/2020,Knox,0,0
5/11/2020,Knox,1,1
5/12/2020,Knox,0,0
5/13/2020,Knox,0,0
5/14/2020,Knox,2,0
5/15/2020,Knox,1,0
5/16/2020,Knox,0,0
5/17/2020,Knox,0,0
5/18/2020,Knox,2,0
5/19/2020,Knox,1,1
5/20/2020,Knox,0,0
5/21/2020,Knox,0,0
5/22/2020,Knox,0,0
5/23/2020,Knox,0,1
5/24/2020,Knox,0,0
5/25/2020,Knox,2,0
5/26/2020,Knox,0,0
5/27/2020,Knox,1,1
5/28/2020,Knox,1,0
5/29/2020,Knox,1,0
5/30/2020,Knox,0,0
5/31/2020,Knox,0,0
6/1/2020,Knox,1,1
6/2/2020,Knox,1,0
6/3/2020,Knox,0,0
6/4/2020,Knox,1,0
6/5/2020,Knox,1,0
6/6/2020,Knox,1,1
6/7/2020,Knox,0,0
6/8/2020,Knox,0,0
6/9/2020,Knox,1,0
6/10/2020,Knox,0,0
6/11/2020,Knox,2,0
6/12/2020,Knox,1,1
6/13/2020,Knox,0,0
6/14/2020,Knox,0,0
6/15/2020,Knox,0,0
6/16/2020,Knox,2,0
6/17/2020,Knox,2,0
6/18/2020,Knox,1,0
6/19/2020,Knox,2,0
6/20/2020,Knox,1,0
6/21/2020,Knox,0,0
6/22/2020,Knox,1,0
6/23/2020,Knox,1,0
6/24/2020,Knox,0,0
6/25/2020,Knox,2,0
6/26/2020,Knox,2,0
6/27/2020,Knox,0,0
6/28/2020,Knox,4,2
6/29/2020,Knox,3,0
6/30/2020,Knox,1,0
7/1/2020,Knox,0,0
7/2/2020,Knox,2,0
7/3/2020,Knox,1,0
7/4/2020,Knox,1,0
7/5/2020,Knox,2,0
7/6/2020,Knox,0,0
7/7/2020,Knox,1,0
7/8/2020,Knox,0,0
7/9/2020,Knox,2,0
7/10/2020,Knox,2,0
7/11/2020,Knox,2,1
7/12/2020,Knox,0,0
7/13/2020,Knox,1,0
7/14/2020,Knox,1,0
7/15/2020,Knox,0,0
7/16/2020,Knox,0,0
7/17/2020,Knox,0,0
7/18/2020,Knox,1,1
7/19/2020,Knox,0,1
7/20/2020,Knox,2,1
7/21/2020,Knox,1,0
7/22/2020,Knox,1,0
7/23/2020,Knox,0,0
7/24/2020,Knox,0,0
7/25/2020,Knox,1,0
7/26/2020,Knox,1,0
7/27/2020,Knox,0,0
7/28/2020,Knox,1,1
7/29/2020,Knox,1,0
7/30/2020,Knox,1,0
7/31/2020,Knox,1,1
8/1/2020,Knox,2,2
8/2/2020,Knox,1,1
8/3/2020,Knox,3,0
8/4/2020,Knox,2,1
8/5/2020,Knox,0,0
8/6/2020,Knox,0,0
8/7/2020,Knox,1,0
8/8/2020,Knox,1,0
8/9/2020,Knox,3,0
8/10/2020,Knox,1,1
8/11/2020,Knox,0,0
8/12/2020,Knox,1,0
8/13/2020,Knox,1,1
8/14/2020,Knox,2,0
8/15/2020,Knox,1,2
8/16/2020,Knox,2,1
8/17/2020,Knox,1,0
8/18/2020,Knox,1,0
8/19/2020,Knox,1,1
8/20/2020,Knox,1,1
8/21/2020,Knox,1,1
8/22/2020,Knox,0,2
8/23/2020,Knox,0,0
8/24/2020,Knox,0,1
8/25/2020,Knox,3,4
8/26/2020,Knox,3,0
8/27/2020,Knox,0,1
8/28/2020,Knox,0,0
8/29/2020,Knox,1,0
8/30/2020,Knox,1,1
8/31/2020,Knox,2,1
9/1/2020,Knox,0,0
9/2/2020,Knox,3,1
9/3/2020,Knox,2,0
9/4/2020,Knox,2,2
9/5/2020,Knox,0,1
9/6/2020,Knox,6,0
9/7/2020,Knox,6,1
9/8/2020,Knox,4,4
9/9/2020,Knox,2,2
9/10/2020,Knox,3,0
9/11/2020,Knox,4,2
9/12/2020,Knox,2,0
9/13/2020,Knox,1,1
9/14/2020,Knox,3,1
9/15/2020,Knox,3,3
9/16/2020,Knox,2,3
9/17/2020,Knox,0,2
9/18/2020,Knox,3,4
9/19/2020,Knox,1,0
9/20/2020,Knox,2,2
9/21/2020,Knox,1,1
9/22/2020,Knox,3,0
9/23/2020,Knox,4,2
9/24/2020,Knox,2,0
9/25/2020,Knox,0,0
9/26/2020,Knox,3,1
9/27/2020,Knox,1,0
9/28/2020,Knox,1,0
9/29/2020,Knox,1,0
9/30/2020,Knox,3,0
10/1/2020,Knox,2,0
10/2/2020,Knox,0,0
10/3/2020,Knox,1,0
10/4/2020,Knox,3,2
10/5/2020,Knox,6,0
10/6/2020,Knox,2,0
10/7/2020,Knox,2,1
10/8/2020,Knox,1,0
10/9/2020,Knox,2,2
10/10/2020,Knox,3,0
10/11/2020,Knox,4,2
10/12/2020,Knox,6,2
10/13/2020,Knox,2,1
10/14/2020,Knox,2,0
10/15/2020,Knox,5,3
10/16/2020,Knox,3,1
10/17/2020,Knox,4,3
10/18/2020,Knox,1,0
10/19/2020,Knox,5,2
10/20/2020,Knox,2,1
10/21/2020,Knox,8,2
10/22/2020,Knox,3,2
10/23/2020,Knox,0,0
10/24/2020,Knox,3,1
10/25/2020,Knox,3,1
10/26/2020,Knox,3,1
10/27/2020,Knox,5,2
10/28/2020,Knox,3,4
10/29/2020,Knox,6,2
10/30/2020,Knox,8,1
10/31/2020,Knox,5,0
11/1/2020,Knox,4,1
11/2/2020,Knox,3,1
11/3/2020,Knox,3,1
11/4/2020,Knox,8,5
11/5/2020,Knox,7,4
11/6/2020,Knox,9,4
11/7/2020,Knox,5,5
11/8/2020,Knox,9,7
11/9/2020,Knox,11,1
11/10/2020,Knox,8,2
11/11/2020,Knox,4,2
11/12/2020,Knox,3,4
11/13/2020,Knox,10,2
11/14/2020,Knox,2,1
11/15/2020,Knox,5,3
11/16/2020,Knox,5,1
11/17/2020,Knox,11,2
11/18/2020,Knox,10,1
11/19/2020,Knox,4,0
11/20/2020,Knox,5,5
11/21/2020,Knox,6,5
11/22/2020,Knox,3,1
11/23/2020,Knox,6,3
11/24/2020,Knox,9,5
11/25/2020,Knox,2,2
11/26/2020,Knox,2,1
11/27/2020,Knox,8,1
11/28/2020,Knox,1,2
11/29/2020,Knox,4,1
11/30/2020,Knox,7,2
12/1/2020,Knox,5,1
12/2/2020,Knox,2,0
12/3/2020,Knox,4,2
12/4/2020,Knox,0,0
12/5/2020,Knox,3,3
12/6/2020,Knox,3,1
3/1/2020,Kosciusko,0,0
3/2/2020,Kosciusko,0,0
3/3/2020,Kosciusko,0,0
3/4/2020,Kosciusko,0,0
3/5/2020,Kosciusko,1,0
3/6/2020,Kosciusko,0,0
3/7/2020,Kosciusko,0,0
3/8/2020,Kosciusko,0,0
3/9/2020,Kosciusko,0,0
3/10/2020,Kosciusko,0,0
3/11/2020,Kosciusko,0,0
3/12/2020,Kosciusko,0,0
3/13/2020,Kosciusko,0,0
3/14/2020,Kosciusko,0,0
3/15/2020,Kosciusko,0,0
3/16/2020,Kosciusko,1,1
3/17/2020,Kosciusko,0,0
3/18/2020,Kosciusko,0,0
3/19/2020,Kosciusko,1,0
3/20/2020,Kosciusko,0,0
3/21/2020,Kosciusko,1,0
3/22/2020,Kosciusko,0,0
3/23/2020,Kosciusko,1,0
3/24/2020,Kosciusko,0,0
3/25/2020,Kosciusko,1,0
3/26/2020,Kosciusko,0,0
3/27/2020,Kosciusko,0,0
3/28/2020,Kosciusko,0,0
3/29/2020,Kosciusko,0,0
3/30/2020,Kosciusko,0,0
3/31/2020,Kosciusko,0,1
4/1/2020,Kosciusko,1,0
4/2/2020,Kosciusko,0,0
4/3/2020,Kosciusko,0,0
4/4/2020,Kosciusko,1,1
4/5/2020,Kosciusko,0,0
4/6/2020,Kosciusko,0,0
4/7/2020,Kosciusko,1,1
4/8/2020,Kosciusko,0,0
4/9/2020,Kosciusko,0,0
4/10/2020,Kosciusko,0,0
4/11/2020,Kosciusko,2,2
4/12/2020,Kosciusko,2,3
4/13/2020,Kosciusko,0,0
4/14/2020,Kosciusko,0,0
4/15/2020,Kosciusko,0,0
4/16/2020,Kosciusko,1,0
4/17/2020,Kosciusko,0,0
4/18/2020,Kosciusko,1,0
4/19/2020,Kosciusko,0,0
4/20/2020,Kosciusko,1,0
4/21/2020,Kosciusko,0,0
4/22/2020,Kosciusko,2,1
4/23/2020,Kosciusko,0,0
4/24/2020,Kosciusko,0,0
4/25/2020,Kosciusko,0,0
4/26/2020,Kosciusko,0,0
4/27/2020,Kosciusko,0,0
4/28/2020,Kosciusko,0,0
4/29/2020,Kosciusko,0,0
4/30/2020,Kosciusko,1,0
5/1/2020,Kosciusko,1,2
5/2/2020,Kosciusko,0,0
5/3/2020,Kosciusko,0,0
5/4/2020,Kosciusko,0,0
5/5/2020,Kosciusko,0,0
5/6/2020,Kosciusko,0,0
5/7/2020,Kosciusko,0,0
5/8/2020,Kosciusko,2,0
5/9/2020,Kosciusko,1,0
5/10/2020,Kosciusko,0,0
5/11/2020,Kosciusko,1,0
5/12/2020,Kosciusko,0,1
5/13/2020,Kosciusko,1,1
5/14/2020,Kosciusko,5,1
5/15/2020,Kosciusko,0,0
5/16/2020,Kosciusko,1,0
5/17/2020,Kosciusko,0,1
5/18/2020,Kosciusko,0,0
5/19/2020,Kosciusko,1,0
5/20/2020,Kosciusko,3,2
5/21/2020,Kosciusko,2,1
5/22/2020,Kosciusko,4,2
5/23/2020,Kosciusko,0,0
5/24/2020,Kosciusko,2,2
5/25/2020,Kosciusko,1,0
5/26/2020,Kosciusko,2,0
5/27/2020,Kosciusko,1,2
5/28/2020,Kosciusko,1,1
5/29/2020,Kosciusko,0,0
5/30/2020,Kosciusko,1,2
5/31/2020,Kosciusko,2,0
6/1/2020,Kosciusko,3,2
6/2/2020,Kosciusko,3,3
6/3/2020,Kosciusko,4,1
6/4/2020,Kosciusko,2,0
6/5/2020,Kosciusko,3,3
